,act,gpa,ap,ib,sat1,sat2,income,rank,gender,ethnicity,decision,state,country,urm,first_generation,editor-in-chief,founder,president,captain,siemens,intel,presidential_scholar,national_merit,ap_scholar,aime,imo,national_achievement
0,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1,0,4.0,"[5, 5, 5, 5, 5, 5]",0,2350,"[800, 800, 750]",upper-middle,0.0,M,,R,md,US,,,,,,,,,,True,,,,
2,0,4.0,"[5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 4]","[6, 7]",0,"[800, 760, 720]",middle,0.00340136054422,F,asian,D,fl,US,,,,,,,,,,,,,,
3,0,3.5,0,0,2320,"[800, 800, 780]",N/A,0.0,M,indian,D,,US,,,,True,True,,,,,,,,,
4,0,0.0,0,0,0,0,upper-middle,0.0,F,asian,D,tx,US,,,,,,,,,,,,,,
5,34,3.93,"[5, 5, 5, 1, 3]",0,0,"[800, 770, 700]",N/A,0.00651465798046,F,caucasian,D,ny,US,,,True,,True,,,,,True,True,,,
6,33,4.0,"[5, 4, 4, 4, 5, 5, 5, 4]",0,2230,"[760, 750]",N/A,0.0,M,asian,D,ca,US,,,,,,,,,,,,,,
7,35,4.0,"[5, 4, 5, 5, 5, 5, 5]",0,2310,"[800, 770]",upper,0.00833333333333,F,caucasian,D,sc,US,,,,True,True,True,,,,True,True,,,
8,36,0.0,0,"[7, 7]",0,"[800, 800]",N/A,0.03125,M,asian,A,,US,,,,,,,,,,,,,,
9,0,3.9,[5],[7],2260,"[790, 740, 770]",N/A,0.0,M,asian,D,,US,,,,,,,,,,,,,,
10,35,4.0,"[4, 5, 4, 5, 1, 4]",0,0,"[800, 790]",upper-middle,0.0016051364366,M,caucasian,D,tx,US,,,,,,,,,,True,True,,,
11,0,3.954,"[5, 5]",0,0,"[730, 740]",lower-middle,0.1,M,caucasian,D,ny,US,,,,,,,,,,,,,,
12,35,4.0,[5],0,0,"[790, 770, 790]",middle,0.01,M,caucasian,A,oh,US,,True,,,,,,,,True,,,,
13,0,4.0,"[5, 4]",0,2250,"[800, 780]",N/A,0.027027027027,,caucasian,D,ny,US,,,,,,,,,,True,,,,
14,35,3.96,"[5, 5, 5, 5, 4]",0,0,"[800, 770]",upper,0.0,F,asian,D,ma,US,,,,,,True,,,,,,,,
15,35,3.96,"[5, 5, 5, 5, 4, 4, 4, 3]",0,0,[],middle,0.00384615384615,F,hispanic,A,il,US,True,,,,True,,,,,,,,,
16,36,3.97,"[5, 5, 5, 4, 4, 4]",0,0,"[800, 720]",lower-middle,0.0142857142857,M,caucasian,A,,,,,,,,,,,,,True,,,
17,0,3.94,0,0,0,0,N/A,0.1,M,asian,,ca,US,,,,,,,,,,,,,,
18,35,3.99,"[5, 5, 5, 5, 5, 5]",0,0,"[790, 790]",upper-middle,0.0,F,hispanic,A,ca,US,True,,,,,,,,,,,,,
19,36,3.8,"[4, 5, 5, 5]",0,0,"[800, 780]",upper-middle,0.0,F,asian,A,ma,US,,,,True,True,True,,,,True,,,,
20,0,4.0,"[5, 5, 5, 5, 5, 4, 4, 4]",0,2370,"[800, 800]",middle,0.0112359550562,M,,A,ga,US,,,,,,,,,,,,,,
21,0,4.0515,"[5, 5, 5, 5]",0,0,"[800, 770]",upper,0.0114942528736,M,caucasian,A,tx,US,,,,True,True,True,,,,True,,,,
22,34,4.0,"[5, 5, 5, 5]",0,0,"[800, 770]",N/A,0.0,F,caucasian,A,in,US,,,,,,,,,,,,,,
23,0,4.0,"[5, 4]",0,2400,"[800, 800, 770, 760]",middle,0.07,F,asian,D,tx,US,,,,,,,,,,,,,,
24,36,4.0,"[5, 5, 5, 5]",0,0,[],lower-middle,0.0166666666667,F,caucasian,D,tn,US,,,,,True,,,,True,True,,,,
25,0,4.0,"[5, 4]",0,0,[],middle,0.0,M,caucasian,A,ca,US,,True,,,,,,,,True,,,,
26,36,4.0,"[4, 4, 5, 4, 4]",0,0,"[800, 790]",N/A,0.0,F,asian,D,,,,,,True,,,,,,True,,,,
27,32,3.8,"[5, 5, 5]",0,0,"[790, 720]",N/A,0.0,F,caucasian,,ct,US,,,,,True,True,,,,,True,,,
28,34,4.0,"[3, 5]",0,2320,"[790, 690]",upper-middle,0.0,F,,A,tx,US,True,,,,True,,,,,,,,,
29,35,4.0,"[5, 5, 5, 5, 5, 4, 1, 4, 4]",0,0,"[800, 800]",N/A,0.00952380952381,,caucasian,A,tx,US,,,,,True,,,,,True,True,,,
30,32,3.95,"[4, 4, 3]",0,0,[],N/A,0.015,M,african,A,mo,US,True,True,,,,,,,,,,,,
31,33,3.8,0,0,0,"[780, 730]",N/A,0.0553846153846,,caucasian,A,tx,US,,,,,,,,,,,,,,
32,0,4.0,"[5, 5, 5, 5, 5, 5, 4, 4, 4, 2, 4]",0,2400,"[800, 800, 760]",middle,0.00142857142857,F,asian,A,,US,,,,True,True,,,,,,,,,
33,0,4.0,"[5, 4]",0,2330,"[800, 790, 770, 760]",N/A,0.0666666666667,M,caucasian,D,ny,US,,,,,,,,,,,True,,,
34,0,4.0,"[5, 1, 5, 4, 4, 4, 2, 3]",0,0,"[750, 740]",upper,0.0,F,caucasian,A,ny,US,,,,,True,True,,,,,,,,
35,0,3.94,"[4, 5, 5]",0,0,"[800, 760, 750]",upper,0.1,M,indian,D,ca,US,,,,,True,,,,,True,True,,,
36,33,3.9,"[12, 13, 4, 5]",0,0,[720],middle,0.002,M,asian,,fl,US,,,,,,,,,,,,,,
37,29,3.98,"[5, 4, 3, 3]",0,0,"[750, 690]",middle,0.00276243093923,F,hispanic,A,ca,US,,True,,,,,,,,,True,,,
38,34,3.98,"[4, 3, 4, 4]",0,0,0,N/A,0.05,M,caucasian,A,,,,,,,,,,,,,,,,
39,0,3.8,"[5, 4]",0,2380,"[780, 770]",upper-middle,0.0,M,caucasian,A,ny,US,,,,,True,,,,,,,,,
40,32,4.0,[3],0,2350,"[770, 770]",middle,0.0,F,indian,A,fl,US,,,,,True,True,,,,,,,,
41,0,0.0,0,0,0,0,N/A,0.0,,,A,,,,,,,,,,,,,,,,
42,34,4.0,[1],0,0,0,lower,0.00485436893204,M,caucasian,A,wy,US,,,,,,,,,,,,,,
43,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
44,0,3.88,[5],0,2280,"[700, 800, 720]",upper-middle,0.0,M,caucasian,W,co,US,,,,,True,True,,,,,True,,,
45,0,3.87,"[3, 5, 3]",0,2220,"[790, 770]",middle,0.0,,african,R,nj,US,,,,,,,,,,,,,,
46,0,0.0,0,0,0,0,N/A,0.0,,,A,,,,,,,,,,,,,,,,
47,35,4.0,"[5, 5, 5, 5, 5, 5, 5, 5, 5]",0,2400,"[800, 800, 800, 800, 790]",upper-middle,0.002,M,asian,W,ks,US,,,,,True,True,,True,,True,True,,,
48,0,4.0,"[4, 4, 4, 5, 5]",0,2180,"[710, 790, 750]",lower-middle,0.0045871559633,M,,A,az,US,,,,,,,,,,,True,,,
49,33,0.0,"[5, 5, 5, 1, 4]",0,2270,"[800, 790, 780]",upper-middle,0.1,F,caucasian,R,ny,US,,,,,,,,,,,,,,
50,0,3.9,[5],0,2310,"[800, 770, 760, 740]",lower,0.00111111111111,F,asian,W,pa,US,,,,,,True,,,,True,True,,,
51,33,3.94,"[4, 4, 6]",0,2040,[],middle,0.0575221238938,F,caucasian,W,,US,,,,,,,,,,True,,,,
52,0,4.0,[5],0,2360,"[800, 740]",upper,0.05,M,hispanic,A,fl,US,True,,,,True,True,,,,True,True,,,
53,0,0.0,0,0,2260,[2400],N/A,0.0,M,,R,,US,,,,,,,,,,,,,,
54,0,3.92,"[3, 5, 3]",0,1980,"[720, 540]",lower,0.0,F,caucasian,A,or,US,True,True,,,True,,,,,,True,,,
55,35,3.96,"[5, 4, 3]",0,0,"[800, 760]",middle,0.05,F,caucasian,R,sc,US,,,,,True,,,,,,,,,
56,0,3.81,"[5, 5, 5, 4]",0,2200,"[750, 760, 700]",upper-middle,0.0,,caucasian,A,ca,US,True,,,,,,,,,True,True,,,
57,34,4.0,"[5, 4, 3]",0,2010,"[710, 720, 720]",lower-middle,0.00333333333333,M,caucasian,A,ca,US,True,,,True,True,True,,,,,,,,
58,34,4.0,"[5, 5, 4, 4, 3, 3, 3]",0,0,"[770, 710]",lower,0.01,M,asian,A,nj,US,,,,,,,,,,,,,,
59,32,4.0,0,0,1780,[],lower-middle,0.04,F,caucasian,A,oh,US,,True,,,,,,,,,,,,
60,34,3.88,"[5, 4, 5, 4, 3]",0,2040,"[690, 670]",N/A,0.0208333333333,M,african,W,il,US,True,,,,,,,,,,True,,,
61,0,4.0,[5],0,2310,"[780, 690]",N/A,0.1,M,asian,R,,US,,,,,True,,,,,,,,,
62,0,3.98,"[5, 5, 5, 5, 5, 5]",0,2340,"[800, 780, 770, 760, 760, 720, 710]",upper-middle,0.1,F,caucasian,A,ca,US,,,,True,,True,,,,,True,,,
63,35,3.6,"[5, 5, 4, 5, 4, 1, 4, 5, 4]",0,0,"[800, 740]",middle,0.0,M,,R,,,,,,,,,,,,True,True,,,
64,33,3.8,[4],0,2090,"[700, 740]",middle,0.00555555555556,F,caucasian,W,co,US,,,,,True,True,,,,,,,,
65,0,0.0,0,"[7, 7, 7, 7, 7]",2360,"[800, 800, 800]",upper-middle,0.02,M,asian,A,,US,,,,,,,,,,,,,,
66,0,4.0,0,0,2260,"[770, 780]",lower-middle,0.02,M,indian,A,nj,US,,,True,,True,,,,,,,,,
67,33,0.0,"[4, 4, 4, 5]",0,0,"[710, 700, 650]",upper,0.0,M,african,A,,,True,,,True,,True,,,,,True,,,
68,34,3.98,"[5, 5, 4, 4, 4, 3, 3]",0,0,"[700, 660]",upper-middle,0.02,F,,A,,US,,,,,,,,,,,,,,
69,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
70,0,4.0,0,0,0,[],middle,0.00561797752809,F,caucasian,D,il,US,,,,,,True,,,,,,,,
71,0,3.9,"[5, 4, 5, 5, 5, 5, 4]",0,2300,"[740, 750]",upper-middle,0.0109649122807,F,asian,D,pa,US,,,,,,,,,,True,True,,,
72,35,4.0,"[5, 5, 5, 5, 5, 4, 4]",0,2240,"[800, 800]",middle,0.0075,M,asian,D,va,US,,,,True,True,True,,,,True,,,,
73,34,4.0,"[5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 3]",0,2240,"[800, 730, 740]",middle,0.0027027027027,F,asian,D,nc,US,,,,,,,,,,,,,,
74,0,4.0,"[5, 5, 5, 1, 5, 5, 4, 5, 4]",0,2310,"[800, 770, 750]",upper-middle,0.00444444444444,M,caucasian,,md,US,,,,,,,,,,True,True,,,
75,34,4.0,0,0,0,0,N/A,0.0027027027027,F,caucasian,D,,,,,,,,,,,,,,,,
76,35,4.0,"[5, 5, 5, 5, 4]",0,2360,"[800, 720]",upper-middle,0.01,M,caucasian,D,tx,US,,,,,True,,,,,True,True,,,
77,0,4.0,"[10, 5, 4, 4, 4]",0,2360,"[800, 760]",middle,0.000706214689266,F,asian,A,tx,US,,,,,True,,,,,,,,,
78,32,4.0,"[4, 5, 5]",0,0,"[720, 680]",N/A,0.00549450549451,F,caucasian,A,ct,US,True,True,,True,True,,,,,,,,,
79,0,4.0,"[4, 4, 5, 5, 5, 5]",0,2280,"[780, 760]",upper-middle,0.1,M,caucasian,A,tx,US,,,,,True,True,,,,,,,,
80,35,4.0,"[4, 5, 4, 5]",0,0,"[700, 790]",N/A,0.0,F,indian,D,ny,US,True,,,,,,,,,,,,,
81,0,4.0,"[5, 5, 5, 5, 5, 5, 5, 5]",0,2380,"[800, 790]",N/A,0.003125,F,asian,D,md,US,,,,,True,True,,,,True,,,,
82,36,0.0,"[5, 4, 5, 5, 5]",0,0,"[800, 760]",N/A,0.0,F,,A,ca,US,,,,,,,,,,,,True,,
83,0,3.64,"[5, 5, 5]",0,2400,"[790, 780]",upper-middle,0.0,M,caucasian,D,pa,US,,,,,,,,,,True,True,,,
84,35,4.0,[5],0,2320,"[790, 800, 800]",N/A,0.00649350649351,F,asian,A,ca,US,,,,,True,,,,,,,,,
85,0,3.91,0,"[6, 5]",2180,"[710, 710]",lower-middle,0.0,F,african,A,ga,US,,,,,,,,,,,,,,
86,36,4.0,"[5, 1, 4]",0,0,"[790, 750]",N/A,0.02,M,caucasian,A,fl,US,,,,,,,,,,,,,,
87,0,4.0,"[5, 5]",0,2360,"[800, 760]",upper-middle,0.0,F,asian,D,,US,,,True,,,,,,,,,,,
88,35,3.98,0,0,2280,"[800, 790]",upper-middle,0.00909090909091,M,caucasian,A,il,US,,,,,,,,,,True,True,,,
89,0,4.0,0,0,2200,"[720, 730]",lower-middle,0.0,F,caucasian,A,ca,US,,,,,,,,,,,,,,
90,0,8.69,0,0,2040,[],N/A,0.1,F,caucasian,R,,US,,,,,,,,,,,,,,
91,34,3.994,"[5, 5, 4]",0,0,"[800, 780]",middle,0.0,F,asian,D,mi,US,,,,,,,,,,,,,,
92,0,3.8,"[5, 5, 5, 5, 5, 5, 4, 4, 3]",0,2250,"[800, 760, 760, 740]",upper-middle,0.0,M,caucasian,D,ct,US,,,,,,,,,,True,True,,,
93,34,3.99,"[5, 4]",0,2240,"[780, 680]",N/A,0.05,M,caucasian,A,ne,US,,,,,True,True,,,,True,,,,
94,0,4.0,"[5, 5, 5, 5, 5, 3]",0,2170,"[770, 730]",N/A,0.0,F,caucasian,D,ca,US,,,,,True,True,,,,,,,,
95,0,3.95,"[5, 5, 5]",0,2220,"[800, 800, 750]",lower-middle,0.0588235294118,M,asian,D,,US,,,,,,,,,,,,,,
96,0,3.94,0,0,2090,"[680, 660, 650]",upper-middle,0.0136612021858,M,african,A,va,US,True,,,,True,,,,,True,,,,
97,0,4.0,"[5, 5, 5, 5, 5, 5, 5, 5]",0,2330,"[800, 790, 800, 770]",upper,0.0,M,asian,D,ca,US,,,,,,,,,,True,,True,,
98,33,4.0,"[6, 5, 4]",0,0,"[760, 700, 710]",upper-middle,0.0188679245283,F,asian,D,va,US,,,,,,,,,,,,,,
99,33,3.9005,"[5, 5]",0,2390,"[700, 750, 800]",N/A,0.00252525252525,F,caucasian,A,ny,US,,,,,True,,,,,,,,,
100,34,0.0,0,[7],1970,"[750, 800]",middle,0.0,M,asian,R,,US,,,,,,,,,,,,,,
101,35,3.9705,"[5, 4, 4, 5]",0,0,"[790, 780, 750, 740, 730]",lower-middle,0.05,F,asian,D,il,US,,,True,,True,,,,,True,,,,
102,0,3.8,"[4, 2, 5]",0,2240,0,N/A,0.0,M,african,A,mo,US,,,,,,,,,,,,,,
103,0,3.89,"[5, 5, 5, 4]",0,2320,"[800, 800, 790]",middle,0.1,F,caucasian,A,nj,US,,,True,,True,,,,,True,True,,,
104,0,0.0,0,0,2350,[710],N/A,0.0,,,A,,,,,,,,,,,,,,,,
105,0,3.97,[5],0,2350,"[710, 780, 790]",lower-middle,0.00588235294118,F,caucasian,A,nh,US,,,,,,True,,,,True,,,,
106,36,3.35,[5],0,0,"[800, 770]",middle,0.00571428571429,M,caucasian,A,ny,US,,,,,True,,,,,True,,,,
107,0,3.98,"[5, 4]","[7, 6]",2380,"[800, 800, 790]",N/A,0.0,F,asian,A,ky,US,,,,,,,,,,True,,,,
108,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
109,0,3.9,"[3, 4, 5]",0,0,[],middle,0.0435897435897,F,caucasian,R,co,US,,True,,,,,,,,,,,,
110,0,3.93,"[5, 5, 5, 4, 5, 5, 5, 5, 5, 5]",0,2340,"[730, 750]",middle,0.05,M,caucasian,R,md,US,,,,,,,,,,True,True,,,
111,36,4.0,[4],0,0,"[800, 770]",upper-middle,0.0121951219512,M,caucasian,W,il,US,,,,,,,,,True,True,,,,
112,34,3.98,0,"[6, 6]",0,"[780, 740]",middle,0.0181818181818,M,caucasian,W,co,US,,,,True,True,,,,,,,,,
113,0,4.0,"[5, 4, 4]",0,2320,"[610, 800]",N/A,0.00666666666667,M,asian,A,ny,US,,,,,,,,,,,,,,
114,36,4.0,"[5, 4, 5, 5, 5, 5]",0,2330,"[800, 760, 750]",lower-middle,0.1,F,caucasian,A,mi,US,,,,,,,,,,True,True,,,
115,0,4.0,"[5, 5, 5, 5, 4]",0,0,"[800, 780, 780]",middle,0.00606060606061,F,asian,A,,,,,,,,,,,,,,True,,
116,0,3.97,"[5, 5]",0,2170,"[800, 700]",lower,0.05,M,hispanic,R,wi,US,True,,,,,,,,,,,,,
117,36,3.41,"[5, 4]",0,2380,"[800, 770, 760, 690]",N/A,0.0,,caucasian,A,oh,US,,,,True,,True,,,,True,True,,,
118,0,4.02,"[5, 5, 4]",0,2100,"[780, 710, 710]",lower,0.0,F,african,R,ny,US,True,,,,,,,,,,True,,,True
119,0,3.75,"[5, 5, 5, 5, 5]",0,2320,"[800, 800, 800]",N/A,0.1,F,asian,A,,US,,,,,,,,,,,,,,
120,0,4.0,"[5, 5, 5, 5]",0,2330,"[800, 800, 800]",N/A,0.1,M,caucasian,A,,,,,,,,True,,,,,,,,
121,0,7.0,0,0,2200,"[730, 690]",middle,0.0,F,hispanic,W,,international,True,,,,,,,,,,,,,
122,35,0.0,0,0,0,"[760, 720]",middle,0.03,M,asian,R,mi,US,,,,,,,,,,,,,,
123,35,4.0,"[5, 5, 5, 5]",0,0,"[800, 790, 790, 770]",middle,0.00641025641026,F,caucasian,R,ca,US,,,,True,True,True,,,,True,True,,,
124,0,4.0,"[5, 5, 4]",0,2340,"[770, 760]",N/A,0.00854700854701,F,caucasian,W,ct,US,,,,True,True,True,,,,,,,,
125,35,4.0,"[5, 5, 4, 3]",0,0,"[710, 700]",N/A,0.0,M,caucasian,A,co,US,,,,True,True,,,,,True,True,,,
126,0,0.0,0,0,2290,"[700, 760]",N/A,0.0,M,asian,W,,international,,,,,,,,,,,,,,
127,33,4.0,[5],0,2300,"[2300, 800, 770, 730]",lower-middle,0.0,M,hispanic,R,mo,US,True,,,,,True,,,,True,,,,
128,0,3.93,"[5, 5, 5, 5, 5, 5, 4, 4]",0,0,"[750, 760, 760, 770]",upper,0.0,F,asian,A,ca,US,,,,,,,,,,True,True,,,
129,35,4.0,[4],0,2240,"[720, 770]",middle,0.1,F,african,A,ca,US,True,True,,,,True,,,,True,,,,True
130,0,3.9,"[5, 5, 4]",0,0,"[740, 690]",lower-middle,0.0172043010753,F,hispanic,A,ma,US,,True,,,True,,,,,,,,,
131,32,4.0,0,0,2240,"[740, 780, 590]",lower,0.04,F,caucasian,A,wa,US,,True,,,True,,,,,,,,,
132,34,3.92,"[5, 5, 5]",0,0,[],upper-middle,0.0,F,caucasian,R,nj,US,,,,,,,,,,,,,,
133,0,3.96,[5],0,2400,"[800, 800, 800, 800]",N/A,0.05,,,R,fl,US,,,,True,True,True,,,,,,,,
134,34,3.96,"[5, 5, 5, 3, 3]",0,2300,"[800, 740]",N/A,0.03,,,A,oh,US,,,,True,,True,,,,True,,,,
135,34,4.0,"[5, 5, 5, 5, 4]",0,0,"[800, 750]",N/A,0.0,F,caucasian,A,,,,,,,,,,,,,,,,
136,0,0.0,0,0,0,0,N/A,0.0,,,,,,,,,,,,,,,,,,,
137,34,3.91,"[5, 4, 3]",0,1840,"[700, 640]",lower,0.0608695652174,M,caucasian,R,in,US,,,,,,True,,,,,True,,,
138,0,0.0,0,0,0,0,N/A,0.0,,,,,,,,,,,,,,,,,,,
139,0,0.0,[4],0,0,"[610, 580]",middle,0.0,F,,,nh,US,,True,,True,True,True,,,,,,,,
140,35,3.98,0,0,2060,[720],lower,0.01,F,,,ut,US,,,,,,,,,,,,,,
141,31,3.98,"[5, 5, 5, 5, 5]",0,2200,"[790, 750, 730]",upper-middle,0.0123076923077,F,,,ca,US,,,,,,,,,,,,,,
142,0,3.8,0,0,2350,"[800, 790, 730]",N/A,0.0,M,,A,ct,US,,,,,,,,,,,,,,
143,35,3.8,0,0,2230,"[800, 790, 780]",middle,0.0,M,,,fl,US,,,,,,,,,,,,,,
144,0,3.38,0,0,2180,"[730, 770]",N/A,0.08,M,,,,international,,,,,,,,,,,,,,
145,0,3.78,"[5, 5, 5, 5, 4]",0,2190,"[800, 800, 760]",middle,0.0,M,,A,,US,,,,,,,,,,True,,,,
146,0,4.0,0,0,2320,"[800, 780, 770]",lower-middle,0.00231481481481,M,,,,US,,,,,,,,,,,,,,
147,0,3.69,"[5, 4]",0,2290,"[790, 770, 750]",N/A,0.0329411764706,M,hispanic,,fl,US,True,,,,,True,,,,,True,,,
148,0,3.925,[5],0,0,"[800, 780]",lower,0.0197368421053,F,,,ny,US,,,,,,,,,,True,,,,
149,0,0.0,0,0,2190,"[800, 680]",N/A,0.0,,,A,,international,,,,,True,,,,,,,,,
150,31,3.9,[4],0,0,[],middle,0.09,M,,,mi,US,,,,,,True,,,,,,,,
151,32,3.96,"[5, 4]",0,2130,"[770, 730]",N/A,0.00769230769231,M,,W,nv,US,,,,,,,,,,,,,,
152,32,4.0,"[5, 5, 5, 5, 5, 5]",0,2220,"[790, 760, 740]",lower,0.014175257732,M,,A,fl,US,True,True,,,True,True,,,,,True,,,
153,35,4.0,"[5, 5, 5, 5, 5]",0,2340,"[800, 800, 780, 770, 710]",N/A,0.1,F,,,fl,US,,,,,,True,,,,,,,,
154,36,4.0,0,0,2250,"[800, 750, 780]",lower-middle,0.0,F,,A,ks,US,,,,True,,,,,,True,True,,,
155,34,4.0,"[5, 5, 4, 4, 4]",0,0,"[770, 790]",upper,0.0,F,caucasian,,hi,US,,,,,,,,,,,,,,
156,0,4.0,"[5, 4]",0,2330,"[800, 800, 770]",lower-middle,0.0,M,asian,A,mo,US,,,,,True,True,,,,,,,,
157,34,3.97,[4],0,0,"[760, 730]",upper,0.0,F,caucasian,A,tx,US,,,,,,,,,,True,,,,
158,35,3.94,"[5, 5, 5]",0,2380,"[800, 790, 710]",N/A,0.04,F,indian,R,nj,US,,,,,,,,,,True,True,,,
159,30,2.0,0,0,2200,"[780, 760]",N/A,0.0,M,caucasian,A,,US,,,,,,,,,,,,,,
160,0,4.0,"[5, 4]",0,2250,"[800, 800, 740, 680]",upper,0.0,F,,A,ca,US,,,,,,,,,,,,,,
161,0,0.0,[5],[6],2350,"[800, 770, 790]",N/A,0.1,,,A,nj,US,,,,,,,,,,True,True,True,,
162,0,3.8,0,0,2320,"[800, 800]",middle,0.0,M,,A,ct,US,,,,,True,,,,,,,,,
163,0,3.6,"[5, 4, 3, 4]",[3],2050,"[600, 730, 700]",middle,0.1,F,,,ca,US,True,,,,,True,,,,,True,,,True
164,35,3.92,"[5, 5, 5, 5, 5, 4, 4, 4, 4]",0,2270,"[720, 750, 780, 770]",middle,0.03,M,,R,tn,US,,,,,True,True,,,,True,True,,,
165,35,3.9,"[5, 4]",0,2290,"[800, 670]",N/A,0.114285714286,M,caucasian,R,nc,US,,,,,True,,,,,True,,,,
166,31,3.9,"[4, 3]",0,0,[],middle,0.0375,F,,,ok,US,,,,,,,,,,,,,,
167,0,3.9,"[5, 4]",0,2300,"[800, 800, 790, 750]",lower-middle,0.05,M,,R,tn,US,,,,,True,True,,,,True,True,,,
168,0,4.0,"[5, 5, 4, 3]",0,2240,"[800, 720, 690]",middle,0.2,M,,A,tx,US,,,,,,True,,,,True,True,,,
169,36,3.9,[5],0,2400,"[800, 800, 790]",upper-middle,0.0,M,asian,W,nj,US,,,True,True,True,,,,True,True,,,,
170,0,3.95,"[5, 5, 4]",0,2210,"[770, 800]",N/A,0.0,M,caucasian,R,,,,,,,,,,,,,,,,
171,34,0.0,0,0,0,"[800, 800]",N/A,0.0369230769231,,caucasian,,,,,,,,,True,,,,,,,,
172,35,4.0,0,0,2310,"[800, 760]",N/A,0.0,M,,A,il,US,,,,,,True,,,,,,,,
173,34,4.0,"[10, 5]",0,0,"[800, 800]",lower-middle,0.004,F,,,,US,,,,,True,True,,,,True,True,,,
174,35,3.91,"[5, 5, 5, 5]",0,0,"[720, 680]",N/A,0.1,M,,,co,US,,,,True,True,True,,,,True,True,,,
175,35,4.0,0,0,2060,"[800, 780]",middle,0.0402684563758,M,hispanic,A,ga,US,True,,,,,True,,,,True,,,,
176,35,4.0,"[5, 5]",0,0,"[800, 800, 720, 720]",upper-middle,0.0117647058824,M,,A,oh,US,,,,,,True,,,,,,,,
177,30,3.7,"[5, 4, 4, 4]",0,2210,"[750, 770]",lower-middle,0.0769230769231,M,hispanic,W,ny,US,True,,,,,True,,,,,,,,
178,0,3.41,"[3, 3, 3, 12]",0,0,"[577, 565, 460]",lower,0.06,M,,,ct,US,,,,,True,,,,,,True,,,
179,35,3.9,"[5, 4, 4, 4, 4, 4, 3, 3, 3, 3]",0,0,[],upper-middle,0.032,M,asian,A,tx,US,,,,,True,,,True,,,,,,
180,33,3.96,"[5, 5, 5, 5]",0,2220,"[740, 770]",N/A,0.00697674418605,F,hispanic,A,,US,True,,,,True,,,,,,,,,
181,34,4.0,0,0,2220,"[790, 720, 720, 790]",N/A,0.00280112044818,F,,A,,,,,,,,,,,,,,,,
182,0,0.0,0,0,0,0,N/A,0.0,,,,,,,,,,,,,,,,,,,
183,0,8.79,0,0,2290,"[790, 790, 760]",lower-middle,0.05,F,,D,,US,,,,,,,,,,,,,,
184,0,0.0,0,0,0,0,N/A,0.0,,,D,,,,,,,,,,,,,,,,
185,0,4.0,"[5, 5, 5, 5, 5]",0,2350,"[740, 740, 670]",upper-middle,0.00323624595469,F,,D,nc,US,,,,,True,True,,,,True,True,,,
186,34,4.0,[5],0,0,[],middle,0.00724637681159,M,,D,ia,US,,,True,,True,,,,,,,,,
187,0,4.0,"[5, 5, 5, 5, 5]",0,2280,"[780, 690, 750, 760]",lower-middle,0.0,F,,D,wa,US,,,,,,,,,,True,True,,,
188,0,0.0,0,0,0,0,N/A,0.0,,,D,,,,,,,,,,,,,,,,
189,0,0.0,0,"[7, 7, 7]",2110,[700],lower-middle,0.0,F,,D,,US,,,,,,,,,,,,,,
190,32,4.0,"[4, 5]",0,0,0,lower-middle,0.06,F,,D,,,,,,,,,,,,,,,,
191,33,3.89,"[3, 4, 4, 4, 4, 4, 4]",0,0,0,N/A,0.1,,,A,,,,,,,True,,,,,,,,,
192,34,3.16,[5],0,2310,"[770, 690]",middle,0.00571428571429,M,,D,pa,US,,,,,,,,,,True,,,,
193,30,0.0,0,0,1980,[],N/A,0.0,F,,D,,,,,,,,,,,,,,,,
194,0,0.0,"[5, 5, 5, 5, 4]",0,0,"[790, 750, 800, 800]",N/A,0.1,M,,D,,,,,,,,,,,,,,,,
195,0,0.0,0,0,0,0,N/A,0.0,,,D,,,,,,,,,,,,,,,,
196,0,3.7,"[5, 4, 4, 3, 1]",0,2200,"[750, 620]",lower-middle,0.0,F,,,ny,US,,,,,,,,,,True,True,,,
197,33,3.8,"[5, 10]",0,0,[],upper-middle,0.0,M,,,tx,US,,,,,,,,,,,,,,
198,36,4.0,"[5, 5]",0,2270,"[800, 770, 730]",middle,0.0,F,,D,ca,US,,,,,True,,,,,,,,,
199,0,0.0,0,0,0,0,N/A,0.0,,,D,,,,,,,,,,,,,True,,,
200,0,3.98,"[5, 5, 5]",0,2360,"[800, 730]",N/A,0.0,,,,,,,,,,True,True,,,,True,,,,
201,0,3.98,"[5, 5, 5]",0,2360,"[800, 730]",N/A,0.0,,,,,,,,,,True,True,,,,True,,,,
202,0,4.0,"[5, 4, 3]",0,0,"[800, 760, 730]",N/A,0.00165562913907,M,,A,,,,,,,,,,True,,True,True,,,
203,0,3.83,"[5, 4]",0,2330,"[710, 720, 750, 790, 800]",N/A,0.05,F,,D,ny,US,,,True,,,,,,,True,True,,,
204,0,4.0,"[7, 5]",0,0,"[800, 750, 790, 760]",N/A,0.0,M,,A,,,,,,,,,,,,True,True,,,
