,act,gpa,ap,ib,sat1,sat2,income,rank,gender,ethnicity,decision,state,country,urm,first_generation,editor-in-chief,founder,president,captain,siemens,intel,presidential_scholar,national_merit,ap_scholar,aime,imo,national_achievement
1050,34,4.0,"[5, 5, 5, 5, 5, 5, 5, 5]",0,2240,"[780, 770, 800]",middle,0.00666666666667,M,caucasian,A,fl,US,,,,,True,,,,,,True,,,
1051,0,3.9,"[5, 5, 5, 4]",0,2170,"[780, 770]",lower-middle,0.0,M,asian,W,ma,US,,True,,,,True,,,,True,True,,,
1052,0,4.0,"[5, 2]",0,2070,[600],N/A,0.0181818181818,M,caucasian,R,ny,US,,,,,,True,,,,,,,,
1053,0,0.0,0,0,0,0,N/A,0.0,,,A,,,,,,,,,,,,,,,,
1054,0,3.9,"[4, 5, 5, 5, 5]",0,2370,"[800, 800, 760, 750]",upper-middle,0.0148148148148,M,asian,A,ct,US,,,,,,True,,,,,,,,
1055,0,4.0,"[5, 5, 5]",0,2380,[800],upper-middle,0.0,M,caucasian,W,ny,US,,,,,True,,,,,True,,,,
1056,0,3.8,"[3, 3, 4, 5]",0,2320,"[750, 740, 710]",middle,0.0,M,hispanic,R,ny,US,True,,,,,,,,,,,,,
1057,36,3.9,"[5, 4]","[6, 6]",2360,"[800, 790]",middle,0.0,F,asian,R,co,US,,,,,True,,True,True,True,True,,,,
1058,30,3.8,"[5, 4, 4, 4, 4]",0,2110,"[780, 690]",N/A,0.178571428571,M,asian,A,tx,US,,,,,,,,,,,True,,,
1059,34,3.98,0,0,2290,"[800, 730, 700]",upper,0.1,M,caucasian,A,pa,US,,,True,,True,True,,,,True,,,,
1060,0,3.8,[5],0,2390,"[800, 730]",middle,0.01,F,asian,A,,US,,,,True,True,,,,,,,,,
1061,0,4.0,"[3, 4, 4, 5, 5]",0,2270,"[780, 680]",upper-middle,0.0091407678245,F,asian,A,tx,US,,,,,True,,,,,True,True,,,
1062,31,4.0,0,0,2160,"[620, 660, 720]",middle,0.0,F,caucasian,A,ia,US,,,,,,,,,,True,,,,
1063,0,3.99,"[5, 4, 5, 4, 5, 5, 5, 5]",0,2380,"[790, 800, 800]",middle,0.0066889632107,M,asian,A,pa,US,,,,True,True,,,,,True,True,,,
1064,0,4.0,"[5, 5, 50, 5, 5, 4]",0,2400,"[800, 710]",upper,0.0,F,caucasian,A,ca,US,,,,,True,,,,,True,,,,
1065,33,4.0,"[4, 5]",0,2260,[650],lower-middle,0.0,F,caucasian,A,or,US,,,,,,,,,,,True,,,
1066,0,3.98,"[5, 5, 4, 4, 4, 4, 3]",0,2040,"[800, 730, 700]",lower-middle,0.0015873015873,F,asian,A,az,US,,,,True,,True,,,,True,True,,,
1067,0,3.98,"[5, 5, 5, 5, 5, 4]",0,2340,"[800, 800, 780, 780, 770]",middle,0.0,F,caucasian,W,ct,US,,,,,,,,,,True,,,,
1068,33,4.0,"[4, 4, 4, 4, 5, 5]",0,2320,"[760, 750, 730]",middle,0.00406504065041,F,asian,R,il,US,,,,,,,,,,True,,,,
1069,0,4.0,[55554],0,2320,"[800, 800, 730]",N/A,0.0,M,caucasian,,ca,US,True,,,,,,,,,True,True,True,,
1070,0,4.0,[5],0,2340,"[800, 800]",lower-middle,0.1,M,,A,nj,US,,,,,,True,,,True,True,True,,,
1071,33,3.96,[5],0,2200,0,middle,0.03,M,caucasian,A,ma,US,,,,,True,True,,,True,True,,,,
1072,28,4.0,0,0,2070,[],lower-middle,0.0902255639098,M,caucasian,,pa,US,,,,,,True,,,,,,,,
1073,0,4.0,"[5, 5, 4, 4, 5]",0,2400,"[800, 800, 800]",N/A,0.0045871559633,M,asian,A,ct,US,,,,,,True,,,,True,,,,
1074,0,0.0,[5],0,2340,"[800, 800]",N/A,0.0,M,caucasian,W,,,,,,,True,,,,,,,,,
1075,31,3.97,"[3, 5, 4, 5, 5]",[5],2240,"[740, 750, 690]",N/A,0.0,M,caucasian,R,sc,US,,,,,True,,,,,True,,,,
1076,0,3.98,[5],0,2320,"[800, 800]",N/A,0.00689655172414,M,asian,A,,US,,,,,,,,True,,,,,,
1077,32,3.49,"[4, 5, 4, 4, 4, 4]",0,0,"[660, 680, 710]",N/A,0.0760233918129,F,hispanic,A,fl,US,,True,,,,,,,,,True,,,
1078,0,4.0,0,"[7, 7]",2350,"[800, 790]",lower,0.00952380952381,M,indian,R,ga,US,,,,True,True,,,,,,,,,
1079,34,3.8,"[5, 3]",0,1990,"[700, 670]",N/A,0.0,M,african,A,ny,US,True,,,,,True,,,,,,,,
1080,34,4.0,"[5, 5, 5, 5, 5, 5]",0,2140,"[740, 700, 800]",lower-middle,0.00285714285714,F,asian,A,,US,,,,,True,,,,,,True,,,
1081,0,3.8,"[5, 4, 4]",0,2380,"[800, 780]",middle,0.04,M,caucasian,R,pa,US,,,,,,,,,True,True,,,,
1082,31,3.7,[5],0,2080,"[720, 700]",lower-middle,0.0100334448161,F,african,A,az,US,True,,,,True,True,,,,True,,,,True
1083,0,3.93,"[5, 4]",0,2230,"[800, 800, 770, 720, 640]",middle,0.0128205128205,M,asian,W,nj,US,,,,True,True,,,,,True,,,,
1084,34,0.0,0,"[7, 7, 7, 7, 1, 7, 6, 2, 7, 7, 7, 7, 2, 7, 7]",0,"[790, 790]",N/A,0.0188679245283,M,asian,W,,US,,,,,True,True,,,,,,,,
1085,0,4.0,"[5, 5, 4, 5]",0,2370,"[800, 770, 710]",upper,0.0,M,asian,A,nj,US,,,,True,True,True,,,,True,True,,,
1086,33,4.0,"[5, 5, 5, 4, 4]",0,2160,"[780, 750, 730, 720, 670]",middle,0.0151515151515,F,caucasian,A,ga,US,,,,,,,,,,True,,,,
1087,32,4.0,"[5, 4, 4, 4, 4, 3]",0,0,"[640, 740, 600]",middle,0.00925925925926,F,caucasian,A,wi,US,,,,,True,,,,,,True,,,
1088,35,4.0,[5],0,2220,"[790, 800, 800]",middle,0.0,M,caucasian,A,mi,US,,,,,,,,,,True,,,,
1089,34,3.6,"[2, 4, 4, 5, 5, 5]",0,2160,"[530, 700, 760, 710]",lower,0.0,M,caucasian,A,ny,US,True,True,,,True,,,,,,True,,,
1090,0,0.0,[5],0,2330,"[800, 730]",N/A,0.2,F,asian,A,,US,,,,,True,,,,,,,,,
1091,33,3.95,"[4, 5, 5]",0,2320,"[760, 800, 790]",N/A,0.0,M,caucasian,,ny,US,,True,,,,,,,,True,True,,,
1092,0,3.75,"[5, 5, 5, 4]",0,2200,"[800, 720, 720]",lower,0.05,F,asian,A,ma,US,,True,,,True,,,,,,,,,
1093,0,4.0,"[5, 5, 5, 5, 5, 4, 5]",0,2260,"[760, 770, 750]",lower-middle,0.0025,F,caucasian,A,nj,US,,,,,True,True,,,,True,True,,,
1094,35,3.6,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 3]",0,2120,"[800, 790, 760, 680]",lower-middle,0.00166666666667,M,asian,A,,,,,,,True,True,,,,,True,,,
1095,0,3.95,0,0,2180,"[720, 600]",N/A,0.0,M,asian,A,fl,US,,,,,,,,,,,,,,
1096,0,0.0,0,0,0,"[790, 800, 800, 800]",N/A,0.0111111111111,M,asian,,,,,,,,,,,,,,,,,
1097,0,3.28,"[5, 5, 5, 5, 5]",0,2240,"[800, 790, 750]",middle,0.0,M,caucasian,R,wv,US,,,,True,True,True,,,,,,,,
1098,34,0.0,0,0,0,"[750, 780, 730]",middle,0.0,F,caucasian,A,,,,,,,,,,,,,,,,
1099,34,4.0,"[5, 5, 5, 5, 5, 5, 5, 5]",0,2240,"[780, 770, 800]",middle,0.00666666666667,M,caucasian,R,fl,US,,,,,True,,,,,,True,,,
1100,32,3.96,"[4, 3, 3, 4, 2, 1, 2, 4, 4, 5]",0,2200,"[540, 640, 690]",middle,0.00139275766017,F,asian,R,fl,US,,,,,,,,,,,,,,
1101,0,3.74,"[5, 5, 5, 5, 5, 5]",0,2400,"[800, 800, 790]",upper,0.0,M,asian,R,ma,US,,,,,True,True,,,,,,,,
1102,0,3.85,"[5, 5, 5, 5]",0,2340,"[760, 800, 740]",upper-middle,0.04,F,caucasian,A,ca,US,,,,True,True,,,,,,,,,
1103,0,3.4,0,0,1990,"[610, 650]",N/A,0.1,M,hispanic,R,,US,,,,,True,,,,,,,,,
1104,36,4.0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",0,2350,"[800, 800, 800, 800, 770, 770, 750, 740]",lower-middle,0.00277777777778,M,caucasian,A,ny,US,,True,,,,True,,,,True,True,True,,
1105,0,0.0,0,0,2180,"[760, 800]",N/A,0.0,F,caucasian,R,,international,,True,,,True,,,,,,,,,
1106,31,4.0,"[5, 5]",0,2000,"[690, 800]",lower,0.010152284264,M,caucasian,R,co,US,True,,,,,,,,,,,,,
1107,0,0.0,0,0,2000,"[640, 670]",lower,0.1,F,caucasian,R,,US,,True,,,True,,,,,,,,,
1108,0,4.0,"[5, 5, 5, 5, 5, 3]",0,2250,"[700, 760, 800]",N/A,0.0068870523416,M,hispanic,W,tx,US,True,,,,,True,,,,True,True,,,
1109,0,0.0,0,0,0,0,N/A,0.0,,,,,,,,,,,,,,,,,,,
1110,34,4.0,"[5, 5, 5, 5, 5]",0,2300,"[730, 760, 740]",N/A,0.0133333333333,F,caucasian,R,md,US,,,,,True,,,,,,,,,
1111,0,4.0,"[5, 5, 5, 5, 5, 5]",0,2400,"[800, 800, 800]",middle,0.00374531835206,F,asian,A,ca,US,,,True,,,True,,,,,,,,
1112,0,3.21,[5],0,2340,"[770, 770]",middle,0.1,M,caucasian,A,nc,US,,,,True,True,,,,,,,,,
1113,35,4.0,[4],0,2310,"[800, 800, 780, 760]",N/A,0.0119047619048,,caucasian,R,ne,US,,,,,True,True,,,,,,,,
1114,0,3.75,"[5, 5, 5, 4]",0,2270,"[710, 750]",N/A,0.0,M,hispanic,R,ca,US,True,True,,True,,True,,,,,,,,
1115,0,4.0,"[3, 10]",0,2060,"[720, 710]",N/A,0.00763358778626,M,hispanic,W,tx,US,True,,,True,True,,,,,True,,,,
1116,0,3.9,"[5, 5, 5, 5]",0,2340,"[770, 800, 800]",N/A,0.01,M,caucasian,A,md,US,,,,,,True,,,,True,,,,
1117,0,3.95,"[5, 3]",0,2390,"[800, 800, 790]",N/A,0.005,,caucasian,A,ca,US,,,True,,True,True,,,,,,,,
1118,35,4.0,"[5, 5, 5]",0,0,"[2400, 800, 800, 800]",N/A,0.0,M,indian,A,,US,,,,,,,,,,,,,,
1119,34,4.0,[5],0,0,[790],upper-middle,0.0,M,caucasian,R,mi,US,,,,,True,,,,,,,,,
1120,34,3.98,0,0,2290,"[800, 730, 700]",upper,0.1,M,caucasian,W,pa,US,,,True,,True,True,,,,True,,,,
1121,0,4.0,"[5, 13]",0,2400,"[800, 800, 780, 780, 740]",N/A,0.00166666666667,M,asian,W,ca,US,,,,,,,,,,,,,,
1122,0,4.0,"[5, 5, 5, 5, 5, 5]",0,0,"[780, 790, 800]",lower,0.0454545454545,M,caucasian,W,co,US,,,,,,True,,,,,,,,
1123,0,3.94,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 10]",0,2340,"[800, 800]",N/A,0.026,M,caucasian,R,mn,US,,,,,True,True,,,,True,True,True,,
1124,34,4.0,"[3, 4, 4, 4]",0,2000,"[600, 700]",N/A,0.0,M,asian,W,ca,US,,,,,True,,,,,,,,,
1125,0,4.0,0,0,2100,"[710, 660]",N/A,0.0105263157895,F,caucasian,R,,US,,,,,True,,,,,,,,,
1126,0,4.0,"[5, 5, 5, 5, 5]",0,2240,"[780, 800, 730]",middle,0.0,F,asian,A,ca,US,,,,,,,,,,,,,,
1127,0,3.8,[555554444],0,2350,"[750, 790, 800, 800, 790]",middle,0.0,F,asian,R,ca,US,,,,,,,,,,,,,,
1128,0,3.7145,0,0,2240,"[760, 740, 660]",upper-middle,0.0374531835206,M,asian,W,,US,,,,,,,,,,,,,,
1129,0,3.9,0,0,2320,"[2400, 800, 800, 800]",lower,0.00111111111111,M,asian,R,,US,,,,,True,,,,,,,,,
1130,0,3.93,"[5, 5, 5, 5, 4, 4]",0,2210,"[800, 800, 800, 780, 750]",N/A,0.0,M,asian,A,,US,,,True,True,True,True,,,,,,,,
1131,0,3.96,"[5, 5, 5, 5, 5, 4]",0,2340,"[800, 800, 780, 780, 770]",middle,0.0,F,caucasian,R,ct,US,,,,,,,,,,True,,,,
1132,0,4.0,"[5, 4, 4]",0,2210,"[750, 740, 710]",middle,0.010152284264,F,caucasian,A,tx,US,,,,,True,,,,,True,,,,
1133,33,4.0,"[4, 4, 4, 4, 5, 5]",0,2320,"[760, 750, 730]",middle,0.00406504065041,F,asian,R,il,US,,,,,,,,,,True,,,,
1134,32,4.0,"[3, 4]",0,2250,"[770, 700]",N/A,0.0,,,W,,,,,,,,,,,,,,,,
1135,0,3.87,[5],0,2320,"[800, 800, 800]",N/A,0.0,F,caucasian,W,ma,US,,,,True,True,True,,,,True,,,,
1136,0,0.0,0,0,2290,"[800, 780]",middle,0.0,F,asian,A,,US,,,,,,True,,,,,,,,
1137,34,4.0,"[5, 5, 5, 5]",0,2180,"[770, 750, 710]",middle,0.00411522633745,M,caucasian,W,tx,US,,,,True,,True,,,,True,True,,,
1138,0,4.0,"[5, 5, 4, 4, 5]",0,2400,"[800, 800, 800]",N/A,0.0045871559633,M,asian,A,ct,US,,,,,,True,,,,True,,,,
1139,35,3.76,"[5, 5, 5, 5, 5, 5, 4, 5, 5, 5]",0,2300,"[800, 800, 780]",upper,0.0,F,caucasian,R,ny,US,,,,,,True,,,,True,True,True,,
1140,34,3.69,"[5, 5, 5, 5, 5]",0,2230,"[800, 790, 780, 730, 720, 710]",middle,0.0,F,caucasian,A,as,US,,,,,,,,,,,,True,,
1141,0,4.0,"[5, 5, 5, 5]",0,2360,"[800, 800, 770]",middle,0.05,M,asian,W,il,US,,,,,,True,,,,True,,True,,
1142,36,3.9,"[5, 4]","[6, 6]",2360,"[800, 790]",middle,0.0,F,asian,W,co,US,,,,,True,,True,True,True,True,,,,
1143,0,0.0,[5],0,2340,"[800, 800]",N/A,0.0,M,caucasian,W,,,,,,,True,,,,,,,,,
1144,0,3.8,"[5, 4]",0,2380,"[750, 800]",N/A,0.0,F,caucasian,A,fl,US,,,True,,,True,,,,True,True,,,
1145,0,3.99,"[5, 5, 5]",0,2360,"[800, 800, 780]",N/A,0.00408163265306,M,asian,A,ma,US,,,,,,,,,,True,,,,
1146,31,3.97,"[3, 5, 4, 5, 5]",[5],2240,"[740, 750, 690]",N/A,0.0,M,caucasian,R,sc,US,,,,,True,,,,,True,,,,
1147,0,4.0,"[5, 5, 4, 5, 5, 5, 5]",0,2400,"[800, 790, 720]",upper-middle,0.0,M,caucasian,W,hi,US,,,,,,,,,,True,,,,
1148,29,3.9,"[5, 5, 5, 3, 4, 3, 5]",0,2060,"[750, 690, 640]",N/A,0.0018691588785,F,hispanic,A,tx,US,,True,,,True,,,,,,True,,,
1149,0,3.53,0,0,1910,"[680, 690]",lower,0.0,M,asian,A,,US,,,,,,,,,,,,,,
1150,36,3.98,"[5, 5, 5, 4, 5, 5]",0,2200,[800],N/A,0.01875,M,caucasian,R,sd,US,,,,,True,True,,,True,True,True,True,,
1151,34,3.8,"[5, 3]",0,1990,"[700, 670]",N/A,0.0,M,african,R,ny,US,True,,,,,True,,,,,,,,
1152,32,3.96,"[4, 4, 3]",0,2030,"[800, 640, 660]",lower,0.0047619047619,M,caucasian,R,,,,True,,,,,,,,,,,,
1153,31,3.7,[5],0,2080,"[720, 700]",lower-middle,0.0100334448161,F,african,W,az,US,True,,,,True,True,,,,True,,,,True
1154,0,4.0,"[5, 5, 5, 5, 5, 5]",0,2400,"[800, 800, 800, 800, 780]",upper-middle,0.002,M,asian,A,ca,US,,,,,,True,,True,,True,True,True,,
1155,0,0.0,0,0,0,0,N/A,0.0,,,,,,,,,,,,,,,,,,,
1156,0,0.0,0,"[7, 7]",2200,"[800, 700, 700]",middle,0.0,M,,A,,US,,,,,,True,,,,,,,,
1157,0,4.0,"[3, 4, 4, 5, 5]",0,2270,"[780, 680]",upper-middle,0.0091407678245,F,asian,R,tx,US,,,,,True,,,,,True,True,,,
1158,0,4.0,"[5, 5, 5, 4, 5, 5]",0,2350,"[780, 610]",upper-middle,0.0,M,caucasian,R,,,,,,,,,,,,True,,,,
1159,0,0.0,"[9, 5, 5, 5, 10, 5, 5]","[7, 6, 7, 7, 7, 7]",2380,"[800, 800, 800]",middle,0.01,M,asian,A,,US,,,,,,,,True,,,,,,
1160,0,0.0,0,0,0,0,N/A,0.0,,,A,,,,,,,,,,,,,,,,
1161,34,3.6,"[2, 4, 4, 5, 5, 5]",0,2160,"[530, 700, 760, 710]",lower,0.0,M,caucasian,A,ny,US,True,True,,,True,,,,,,True,,,
1162,34,4.0,"[5, 4]",0,2310,"[800, 710, 780]",middle,0.0,F,asian,A,ne,US,,,,,True,,,,,,True,,,
1163,0,3.9,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",0,2230,"[800, 800]",N/A,0.0,M,caucasian,A,,,,,True,,,True,,True,,,,,,
1164,0,0.0,0,0,0,0,N/A,0.0,,,A,,,,,,,,,,,,,,,,
1165,32,3.93,"[5, 5, 4, 5, 4, 5, 3]",0,0,"[720, 660]",N/A,0.03,M,caucasian,,mn,US,,,,,,,,,,,True,,,
1166,0,4.0,0,0,2350,"[800, 800]",N/A,0.0,M,caucasian,A,,US,,,,,,,,,,,,,,
1167,0,4.0,"[5, 5, 5, 5, 5, 5]",0,2260,"[760, 770, 750]",lower-middle,0.0025,F,caucasian,A,nj,US,,,,,True,,,,,True,True,,,
1168,0,4.0,"[5, 5, 5, 5, 5, 5]",0,2400,"[800, 800, 800]",upper,0.0,M,asian,A,ca,US,,,True,,,True,,True,,True,,,,
1169,34,3.8,"[5, 5, 5, 5]",0,0,"[800, 790, 790]",upper,0.1,F,african,A,il,US,True,,,,True,,,,,True,True,,,
1170,0,3.98,0,0,2300,"[750, 790]",upper-middle,0.00666666666667,M,asian,W,,,,,,,,,,,,,,,,
1171,0,4.0,"[5, 5, 5, 5, 5, 5, 5, 5, 5]",0,2400,"[800, 800, 800]",lower-middle,0.00632911392405,F,asian,,ct,US,,,True,,,,,,,True,,,,
1172,0,3.99,0,0,2320,"[800, 800, 800]",N/A,0.002079002079,M,caucasian,W,or,US,,,,,,,,,,,True,,,
1173,32,3.9,"[5, 3]",0,2160,"[700, 710]",N/A,0.02,M,caucasian,W,ny,US,,True,,,True,,,,,,,,,
1174,34,4.0,[5],0,2240,"[800, 770, 770]",lower,0.0,M,caucasian,A,il,US,,,,,,,,,,,,,,
1175,0,3.28,"[5, 5, 5, 5, 5]",0,2240,"[800, 790, 750]",middle,0.0,M,caucasian,W,wv,US,,,,True,True,True,,,,,,,,
1176,0,3.12,[5],0,2380,"[800, 800, 790, 780, 730]",N/A,0.0,M,indian,R,oh,US,,,True,,True,,,,,True,,,,
1177,32,3.93,"[9, 5, 4]",0,0,"[790, 760, 750]",lower,0.0037037037037,F,asian,A,,,,True,,,,,,,,,,,,
1178,29,3.2,"[3, 3, 2]",0,2070,"[670, 680]",upper-middle,0.0,F,african,R,ny,US,,,,,,,,,,,,,,
1179,29,3.2,"[3, 3, 2]",0,2070,"[670, 680]",upper-middle,0.0,F,african,R,ny,US,,,,,,,,,,,,,,
1180,0,4.0,"[5, 5, 5]",0,2350,"[800, 770, 760]",middle,0.0333333333333,F,caucasian,W,ca,US,,,,,,,,,,True,,,,
1181,35,3.95,"[5, 5, 5, 4, 3]",[6],0,"[780, 730]",lower-middle,0.0142857142857,M,caucasian,R,al,US,True,,,True,True,True,,,,,,,,
1182,0,0.0,"[5, 4]",0,2400,[800],upper,0.00568181818182,M,asian,A,tx,US,,,,,,,,,,True,True,,,
1183,35,4.0,"[4, 5, 5, 4]",0,2270,"[780, 760]",middle,0.0,F,asian,W,tx,US,,,,,,,,,,True,True,,,
1184,0,4.0,0,0,2130,"[710, 790]",N/A,0.0,M,caucasian,A,,international,True,True,,,,,,,,,,,,
1185,35,4.0,"[5, 5, 5, 5]",0,0,"[800, 800, 800, 800, 800, 790, 760]",N/A,0.0,F,asian,R,nj,US,,,,,,,,,,True,True,True,,
1186,35,4.0,0,0,0,"[800, 730, 720]",lower-middle,0.0,M,caucasian,A,ms,US,,,,,True,,,,,,,,,
1187,0,0.0,0,0,0,0,N/A,0.0,,,W,,,,,,,,,,,,,,,,
1188,0,4.0,"[5, 5, 3]",0,2250,"[800, 730]",middle,0.0,F,caucasian,W,ma,US,,,,,,,,,,,,,,
1189,35,0.0,0,0,0,0,N/A,0.0,F,hispanic,,,,,,,,,,,,,,,,,
1190,0,4.0,"[5, 5, 2, 4]",0,2280,[2400],upper-middle,0.0,,asian,R,va,US,,,,,,,,True,,True,True,,,
1191,36,4.0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",0,2370,"[800, 800, 800, 800]",N/A,0.0,M,asian,W,,US,,,,True,True,,,,,True,True,True,,
1192,34,3.98,"[5, 5, 5]",0,0,"[780, 760, 740]",N/A,0.0,M,hispanic,A,,US,,,,,,,,,,,,,,
1193,35,4.0,"[9, 7, 5, 2, 4]",0,0,"[800, 790, 770]",N/A,0.0,M,asian,A,,,,,,,True,True,,,,,,,,
1194,35,4.0,[5],0,2140,"[770, 750, 710]",middle,0.00622083981337,,asian,W,ca,US,,,,,,,,,,,True,,,
1195,0,0.0,0,[4],2250,"[720, 740]",N/A,0.0,M,caucasian,R,ks,US,,,,,,,,,,,,,,
1196,0,4.0,[2],0,2190,"[750, 740, 710]",upper-middle,0.0,M,asian,A,,,,,,,True,True,,,,True,,,,
1197,0,4.0,[5],0,2320,"[800, 800, 800, 800]",N/A,0.0,M,caucasian,W,ca,US,,,,True,True,True,,,,,True,,,
1198,0,0.0,0,0,2310,"[800, 800, 730]",N/A,0.0,M,asian,A,,US,,,,,,,,,,,,,,
1199,0,3.46,[5],0,2400,[800],middle,0.0,F,asian,R,ca,US,,,,,,,,True,,,,True,,
1200,34,4.0,0,0,2000,"[770, 720]",N/A,0.0,F,caucasian,A,,international,,,,,True,,,,,,,,,
1201,0,4.0,"[5, 5]",0,2400,"[800, 800, 800, 750]",middle,0.1,M,caucasian,A,ma,US,,,,,,True,,,,True,,,,
1202,35,0.0,"[5, 5, 5]",0,2320,"[730, 780, 790, 800]",lower-middle,0.0444444444444,F,caucasian,A,ga,US,,,,True,True,True,,,,True,True,,,
1203,0,3.6965,[4],0,2260,"[800, 780, 770, 770]",N/A,0.0943396226415,M,caucasian,W,ma,US,,,True,True,,,,,,True,,,,
1204,36,3.97,[5],0,2390,"[800, 800]",N/A,0.05,F,indian,R,il,US,,,,,,,,,True,True,True,,,
1205,0,0.0,0,0,2170,"[690, 750, 650, 540]",N/A,0.0,,african,R,,international,,,,,,,,,,,,,,
1206,35,3.6,0,0,0,"[790, 730]",N/A,0.0,M,caucasian,A,,US,,,,,True,True,,,,,,,,
1207,34,4.0,"[4, 4, 5, 5, 5]",0,2120,"[590, 650, 720, 720, 710, 760, 680, 800]",upper,0.00194174757282,M,caucasian,R,nm,US,,,,,True,,,,,,True,,,
1208,0,3.77,0,0,2230,"[800, 800]",N/A,0.0,M,,A,,international,,,,,,,,,,,,,,
1209,34,3.3,"[5, 4, 4, 5, 5, 5, 5]",0,2160,"[700, 780, 580]",N/A,0.0,M,caucasian,W,md,US,,,,True,True,True,,,,,True,,,
1210,0,3.85,"[5, 4]",0,2370,"[780, 780]",N/A,0.0416666666667,M,asian,A,tx,US,,,,,,,,,,,,,,
1211,0,3.96,"[5, 5, 5, 4]",0,2320,"[780, 770, 770, 770, 730, 680]",upper-middle,0.0687022900763,F,caucasian,R,fl,US,,,,,,True,,,,True,,,,
1212,33,4.0,[5],0,2400,"[800, 780]",middle,0.0046511627907,M,caucasian,W,al,US,,,,,True,True,,,,,,True,,
1213,0,3.75,0,0,2170,"[690, 700, 710]",lower,0.0,M,caucasian,A,,US,,,,,True,,,,,,,,,
1214,0,3.7,"[4, 4]",0,2140,"[800, 780, 720]",middle,0.0,M,african,R,,,True,,,,True,True,,,,,,,,
1215,0,3.911,"[1, 5, 5, 4, 4]",0,2290,"[800, 790]",lower-middle,0.00539083557951,M,asian,A,nj,US,,,,,,,,,,,,,,
1216,35,3.13,"[5, 4]",0,2210,"[800, 790]",middle,0.0,M,asian,R,wi,US,,,,True,True,True,,,,True,True,,,
1217,35,4.0,[8],0,2390,"[800, 800, 710]",N/A,0.004,,caucasian,A,,,,,,,,,,,,True,True,,,
1218,0,4.0,"[11, 5, 5, 4]",0,2150,[750],N/A,0.05,M,,,,US,,,,,,,,,,,,,,
1219,36,4.0,"[5, 5, 5, 4]",0,0,"[800, 800]",middle,0.01,F,caucasian,W,va,US,,,,,,,,,,True,True,,,
1220,31,0.0,[4],0,0,0,N/A,0.0,F,hispanic,A,,,,,,,True,,,,,,,,,
1221,34,3.86,"[5, 5, 5, 5, 4]",0,2120,"[800, 800]",lower-middle,0.1,M,caucasian,R,oh,US,,,,,,,,,,,True,,,
1222,34,3.97,"[5, 4]",0,2230,[1550],N/A,0.0,M,caucasian,A,ut,US,,,,,,,,,,,,,,
1223,0,3.9,"[5, 5, 5, 5, 5, 5]",0,2280,"[760, 770, 790]",N/A,0.1,F,caucasian,R,va,US,,,,,,,,,,,,,,
1224,36,4.0,[17],0,2400,"[800, 800, 770]",N/A,0.0,,asian,A,,,,,,,,,,,,,,,,
1225,34,4.0,"[4, 4, 4, 8]",0,2170,"[750, 800]",lower-middle,0.00125,F,asian,,in,US,,,,,,True,,,,True,,,,
1226,29,4.0,"[4, 4, 4]",0,1870,"[670, 650]",N/A,0.016,F,african,R,ny,US,,,,,,,,,,,,,,
1227,0,3.6,"[5, 5, 5, 5]",0,2240,"[760, 740, 800]",upper,0.1,M,caucasian,A,,US,,True,True,,True,True,,,,,True,,,
1228,0,0.0,0,0,0,0,N/A,0.0,,,R,,,,,,,,,,,,,,,,
1229,0,4.0,0,0,2110,"[800, 700, 660, 640, 760]",N/A,0.0,F,hispanic,R,,US,True,,True,,,,,,,,True,,,
1230,0,0.0,[4],0,0,"[610, 580]",middle,0.0,F,,R,nh,US,,True,,True,True,True,,,,,,,,
1231,0,4.0,"[5, 5, 5, 5, 5]",0,2260,"[780, 760, 710]",middle,0.00333333333333,F,caucasian,W,id,US,,,,,,,,,,True,,,,
1232,0,3.96,"[5, 5, 5, 4, 4, 4]",0,2200,"[800, 770, 730]",lower,0.0219378427788,M,asian,R,fl,US,,,,,,,,,,,True,,,
1233,0,3.97,"[5, 5, 4, 4, 2]",0,0,"[790, 760]",lower,0.00607902735562,M,caucasian,A,mi,US,,True,,True,True,,,,,,True,,,
1234,0,0.0,0,[5],0,"[800, 800, 790]",upper-middle,0.00555555555556,M,caucasian,W,pa,US,,,,,,,,,,,,,,
1235,0,4.0,0,0,2320,"[800, 780, 770]",lower-middle,0.00231481481481,M,,,,US,,,,,,,,,,,,,,
1236,36,3.98,"[5, 4, 3]",0,2260,"[800, 720, 720, 680]",upper-middle,0.0222222222222,M,caucasian,W,ca,US,,True,,,True,True,,,,,,,,
1237,35,4.0,"[4, 4, 4, 4, 3]",0,0,"[800, 740]",lower-middle,0.0,M,caucasian,R,ca,US,,,,True,True,,,,,True,True,,,
1238,0,0.0,0,0,2290,"[800, 800, 800]",middle,0.0,M,caucasian,R,,US,,,,,,True,,,,,,,,
1239,0,4.0,"[5, 4]",0,2330,"[800, 800, 770]",lower-middle,0.0,M,asian,W,mo,US,,,,,True,True,,,,,,,,
1240,34,3.85,0,0,2130,"[800, 760, 730]",N/A,0.01,M,caucasian,R,fl,US,,,,,,,,,,,,,,
